locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOLGGCEK_00321	CDS	1704	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
HOLGGCEK_00322	CDS	600	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
HOLGGCEK_00323	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
HOLGGCEK_00324	CDS	2751	hxuA		COG3210	Heme/hemopexin-binding protein
HOLGGCEK_00325	CDS	1695	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
HOLGGCEK_00326	CDS	2154	hxuC		COG1629	Heme/hemopexin utilization protein C
HOLGGCEK_00327	CDS	1044				heptsyl_trn_I: lipopolysaccharide heptosyltransferase I
HOLGGCEK_00328	CDS	726	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
HOLGGCEK_00329	CDS	588		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HOLGGCEK_00330	CDS	897	gspA_1		COG1442	General stress protein A
HOLGGCEK_00331	tRNA	90				tRNA-Ser(gga)
HOLGGCEK_00332	CDS	324	yfiA		COG1544	Ribosome-associated factor Y
HOLGGCEK_00333	CDS	630			COG3317	Outer membrane protein assembly factor BamC 
HOLGGCEK_00334	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HOLGGCEK_00335	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
HOLGGCEK_00336	CDS	453	tolQ_2			Tol-Pal system protein TolQ
HOLGGCEK_00337	CDS	444	tolR_2			Tol-Pal system protein TolR
HOLGGCEK_00338	CDS	795				hypothetical protein
HOLGGCEK_00339	CDS	213				hypothetical protein
HOLGGCEK_00340	CDS	393				hypothetical protein
HOLGGCEK_00341	CDS	240				hypothetical protein
HOLGGCEK_00342	CDS	285			COG1662	IS1 family transposase ISKne1
HOLGGCEK_00343	CDS	213				hypothetical protein
HOLGGCEK_00344	CDS	321				hypothetical protein
HOLGGCEK_00345	CDS	330				hypothetical protein
HOLGGCEK_00346	CDS	405	arsC	1.20.4.1		Arsenate reductase
HOLGGCEK_00347	CDS	1017	acr3_1		COG0798	Arsenical-resistance protein Acr3
HOLGGCEK_00348	CDS	615				CDF: cation diffusion facilitator family transporter
HOLGGCEK_00349	CDS	399	hmrR_2			HTH-type transcriptional regulator HmrR
HOLGGCEK_00350	CDS	342	acr3_2		COG0798	Arsenical-resistance protein Acr3
HOLGGCEK_00351	CDS	822	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
HOLGGCEK_00352	CDS	411				hypothetical protein
HOLGGCEK_00353	CDS	2040				hypothetical protein
HOLGGCEK_00354	CDS	1521				hypothetical protein
HOLGGCEK_00355	CDS	1287	xerC_1			Tyrosine recombinase XerC
HOLGGCEK_00356	CDS	507	ssb			Single-stranded DNA-binding protein
HOLGGCEK_00357	CDS	2832	uvrA		COG0178	UvrABC system protein A
HOLGGCEK_00358	CDS	4158	hap	3.4.21.-		Adhesion and penetration protein autotransporter
HOLGGCEK_00359	CDS	447				putative protein
HOLGGCEK_00360	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HOLGGCEK_00361	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
HOLGGCEK_00362	CDS	519				hypothetical protein
HOLGGCEK_00363	CDS	222				hypothetical protein
HOLGGCEK_00364	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
HOLGGCEK_00365	CDS	1851	secD		COG0342	Protein translocase subunit SecD
HOLGGCEK_00366	CDS	975	secF		COG0341	Protein translocase subunit SecF
HOLGGCEK_00367	CDS	1050				spore_ytvI: sporulation integral membrane protein YtvI
HOLGGCEK_00368	CDS	351	yfgD		COG1393	putative protein YfgD
HOLGGCEK_00369	CDS	246				hypothetical protein
HOLGGCEK_00370	CDS	297				hypothetical protein
HOLGGCEK_00371	CDS	153				hypothetical protein
HOLGGCEK_00372	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
HOLGGCEK_00373	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
HOLGGCEK_00374	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
HOLGGCEK_00375	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HOLGGCEK_00376	CDS	519				hypothetical protein
HOLGGCEK_00377	CDS	468			COG2731	putative protein
HOLGGCEK_00378	CDS	1311	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
HOLGGCEK_00379	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
HOLGGCEK_00380	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
HOLGGCEK_00381	CDS	891				rarD: protein RarD
HOLGGCEK_00382	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HOLGGCEK_00383	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HOLGGCEK_00384	CDS	906	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HOLGGCEK_00385	rRNA	1536				16S ribosomal RNA
HOLGGCEK_00386	tRNA	76				tRNA-Glu(ttc)
HOLGGCEK_00387	rRNA	3110				23S ribosomal RNA
HOLGGCEK_00388	rRNA	110				5S ribosomal RNA
HOLGGCEK_00389	rRNA	108				5S ribosomal RNA
HOLGGCEK_00390	tRNA	77				tRNA-Asp(gtc)
HOLGGCEK_00391	tRNA	76				tRNA-Trp(cca)
HOLGGCEK_00392	CDS	420	psiE			Protein PsiE
HOLGGCEK_00393	CDS	1287	hemY		COG3071	Protein HemY
HOLGGCEK_00394	CDS	1212				hypothetical protein
HOLGGCEK_00395	CDS	2532	cyaA	4.6.1.1	COG3072	Adenylate cyclase
HOLGGCEK_00396	CDS	1008	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HOLGGCEK_00397	CDS	804	cysE	2.3.1.30	COG1045	Serine acetyltransferase
HOLGGCEK_00398	CDS	816	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
HOLGGCEK_00399	CDS	1386	sdcS			Sodium-dependent dicarboxylate transporter SdcS
HOLGGCEK_00400	CDS	849	folD			Bifunctional protein FolD protein
HOLGGCEK_00401	tRNA	77				tRNA-Pro(tgg)
HOLGGCEK_00402	tRNA	77				tRNA-Arg(tct)
HOLGGCEK_00403	CDS	1188	fucP		COG0738	L-fucose-proton symporter
HOLGGCEK_00404	CDS	651	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
HOLGGCEK_00405	CDS	435	fucU	5.1.3.29	COG4154	L-fucose mutarotase
HOLGGCEK_00406	CDS	1413	fucK	2.7.1.51	COG1070	L-fuculokinase
HOLGGCEK_00407	CDS	1770	fucI	5.3.1.25	COG2407	L-fucose isomerase
HOLGGCEK_00408	CDS	750	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
HOLGGCEK_00409	CDS	2772	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
HOLGGCEK_00410	CDS	660	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
HOLGGCEK_00411	CDS	579	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
HOLGGCEK_00412	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
HOLGGCEK_00413	CDS	822	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
HOLGGCEK_00414	CDS	690				PhnE: phosphonate ABC transporter, permease protein PhnE
HOLGGCEK_00415	CDS	1038	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
HOLGGCEK_00416	CDS	555	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
HOLGGCEK_00417	rRNA	1536				16S ribosomal RNA
HOLGGCEK_00418	tRNA	76				tRNA-Glu(ttc)
HOLGGCEK_00419	rRNA	3110				23S ribosomal RNA
HOLGGCEK_00420	rRNA	110				5S ribosomal RNA
HOLGGCEK_00421	CDS	588				hypothetical protein
HOLGGCEK_00422	CDS	1797	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
HOLGGCEK_00423	CDS	630	rclC		COG3059	Inner membrane protein RclC
HOLGGCEK_00424	CDS	3084	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
HOLGGCEK_00425	CDS	999				hypothetical protein
HOLGGCEK_00426	CDS	1155				hypothetical protein
HOLGGCEK_00427	CDS	1191				hypothetical protein
HOLGGCEK_00428	CDS	1545				hsdM: type I restriction-modification system, M subunit
HOLGGCEK_00429	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
HOLGGCEK_00430	CDS	363				hypothetical protein
HOLGGCEK_00431	CDS	1545	mppA		COG4166	Periplasmic murein peptide-binding protein
HOLGGCEK_00432	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
HOLGGCEK_00433	CDS	726	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
HOLGGCEK_00434	CDS	861	dam	2.1.1.72	COG0338	DNA adenine methylase
HOLGGCEK_00435	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HOLGGCEK_00436	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
HOLGGCEK_00437	CDS	1812		3.1.3.5	COG0737	NAD 5'-nucleotidase
HOLGGCEK_00438	CDS	774				putative protein
HOLGGCEK_00439	CDS	249	rpsP		COG0228	30S ribosomal protein S16
HOLGGCEK_00440	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
HOLGGCEK_00441	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
HOLGGCEK_00442	CDS	351	rplS		COG0335	50S ribosomal protein L19
HOLGGCEK_00443	CDS	972	selD	2.7.9.3	COG0709	Selenide, water dikinase
HOLGGCEK_00444	CDS	957	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
HOLGGCEK_00445	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
HOLGGCEK_00446	CDS	861	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
HOLGGCEK_00447	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
HOLGGCEK_00448	CDS	3321			COG3264	putative MscS family protein.1
HOLGGCEK_00449	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
HOLGGCEK_00450	CDS	594	seqA		COG3057	Negative modulator of initiation of replication
HOLGGCEK_00451	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
HOLGGCEK_00452	CDS	525	fldA		COG0716	Flavodoxin 1
HOLGGCEK_00453	CDS	441	fur		COG0735	Ferric uptake regulation protein
HOLGGCEK_00454	CDS	1350	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
HOLGGCEK_00455	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
HOLGGCEK_00456	CDS	561	tatB			Sec-independent protein translocase protein TatB
HOLGGCEK_00457	CDS	228	tatA		COG1826	Sec-independent protein translocase protein TatA
HOLGGCEK_00458	CDS	408			COG0789	putative HTH-type transcriptional regulator
HOLGGCEK_00459	CDS	1137	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
HOLGGCEK_00460	CDS	828		3.1.2.12	COG0627	S-formylglutathione hydrolase
HOLGGCEK_00461	CDS	1440	alsT_1		COG1115	Amino-acid carrier protein AlsT
HOLGGCEK_00462	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
HOLGGCEK_00463	CDS	855	focA		COG2116	putative formate transporter 1
HOLGGCEK_00464	CDS	2313	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
HOLGGCEK_00465	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
HOLGGCEK_00466	CDS	483	pe			Surface-adhesin protein E
HOLGGCEK_00467	CDS	789	bamD		COG4105	Outer membrane protein assembly factor BamD
HOLGGCEK_00468	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HOLGGCEK_00469	CDS	735	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
HOLGGCEK_00470	CDS	1152	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
HOLGGCEK_00471	CDS	261				hypothetical protein
HOLGGCEK_00472	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HOLGGCEK_00473	CDS	1236	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
HOLGGCEK_00474	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
HOLGGCEK_00475	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
HOLGGCEK_00476	CDS	735	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
HOLGGCEK_00477	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
HOLGGCEK_00478	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
HOLGGCEK_00479	CDS	312	bolA		COG0271	DNA-binding transcriptional regulator BolA
HOLGGCEK_00480	CDS	600				hypothetical protein
HOLGGCEK_00481	CDS	1371	gor	1.8.1.7	COG1249	Glutathione reductase
HOLGGCEK_00482	CDS	873	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
HOLGGCEK_00483	CDS	525	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
HOLGGCEK_00484	CDS	171	rpmF		COG0333	50S ribosomal protein L32
HOLGGCEK_00485	CDS	951	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HOLGGCEK_00486	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HOLGGCEK_00487	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HOLGGCEK_00488	CDS	231	acpP		COG0236	Acyl carrier protein
HOLGGCEK_00489	CDS	1332	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
HOLGGCEK_00490	CDS	708				hypothetical protein
HOLGGCEK_00491	CDS	1221	hflK		COG0330	Modulator of FtsH protease HflK
HOLGGCEK_00492	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
HOLGGCEK_00493	CDS	435				LmtA_Leptospira: lipid A Kdo2 1-phosphate O-methyltransferase
HOLGGCEK_00494	CDS	1140	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
HOLGGCEK_00495	CDS	1851	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
HOLGGCEK_00496	CDS	990	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
HOLGGCEK_00497	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HOLGGCEK_00498	CDS	903	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
HOLGGCEK_00499	CDS	867	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
HOLGGCEK_00500	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
HOLGGCEK_00501	CDS	813	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HOLGGCEK_00502	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
HOLGGCEK_00503	CDS	1095				hypothetical protein
HOLGGCEK_00504	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
HOLGGCEK_00505	CDS	768	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
HOLGGCEK_00506	tRNA	77				tRNA-Asp(gtc)
HOLGGCEK_00507	tRNA	77				tRNA-Asp(gtc)
HOLGGCEK_00508	CDS	1515	der		COG1160	GTPase Der
HOLGGCEK_00509	CDS	1206	sotB		COG2814	Sugar efflux transporter
HOLGGCEK_00510	CDS	1176				hypothetical protein
HOLGGCEK_00511	CDS	588	dcd	3.5.4.13	COG0717	dCTP deaminase
HOLGGCEK_00512	CDS	642	udk	2.7.1.48		Uridine kinase
HOLGGCEK_00513	CDS	1317	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
HOLGGCEK_00514	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
HOLGGCEK_00515	tRNA	76				tRNA-Lys(ttt)
HOLGGCEK_00516	tRNA	87				tRNA-Leu(taa)
HOLGGCEK_00517	tRNA	76				tRNA-Gly(gcc)
HOLGGCEK_00518	CDS	513	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HOLGGCEK_00519	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
HOLGGCEK_00520	CDS	1362	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
HOLGGCEK_00521	CDS	507				hypothetical protein
HOLGGCEK_00522	CDS	1020	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
HOLGGCEK_00523	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
HOLGGCEK_00524	CDS	1110	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
HOLGGCEK_00525	tRNA	77				tRNA-Met(cat)
HOLGGCEK_00526	CDS	2136	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
HOLGGCEK_00527	tRNA	77				tRNA-Arg(ccg)
HOLGGCEK_00528	tRNA	76				tRNA-His(gtg)
HOLGGCEK_00529	tRNA	77				tRNA-Pro(tgg)
HOLGGCEK_00530	rRNA	1536				16S ribosomal RNA
HOLGGCEK_00531	tRNA	77				tRNA-Ile(gat)
HOLGGCEK_00532	tRNA	76				tRNA-Ala(tgc)
HOLGGCEK_00533	rRNA	3110				23S ribosomal RNA
HOLGGCEK_00534	rRNA	110				5S ribosomal RNA
HOLGGCEK_00535	CDS	2238	tdhA		COG1629	TonB-dependent heme receptor A
HOLGGCEK_00536	CDS	630	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
HOLGGCEK_00537	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HOLGGCEK_00538	CDS	231				hypothetical protein
HOLGGCEK_00539	CDS	744				hypothetical protein
HOLGGCEK_00540	CDS	1263				hypothetical protein
HOLGGCEK_00541	CDS	1380	ffh		COG0541	Signal recognition particle protein
HOLGGCEK_00542	CDS	3024				hsdR: type I site-specific deoxyribonuclease, HsdR family
HOLGGCEK_00543	CDS	1077				hypothetical protein
HOLGGCEK_00544	CDS	1464				hypothetical protein
HOLGGCEK_00545	CDS	2373				hsdM: type I restriction-modification system, M subunit
HOLGGCEK_00546	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
HOLGGCEK_00547	CDS	1881	htpG		COG0326	Chaperone protein HtpG
HOLGGCEK_00548	CDS	345			COG1393	putative protein
HOLGGCEK_00549	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
HOLGGCEK_00550	CDS	681				hypothetical protein
HOLGGCEK_00551	CDS	1071	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
HOLGGCEK_00552	CDS	1521				PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein
HOLGGCEK_00553	CDS	999	fbpA		COG1840	Iron-utilization periplasmic protein
HOLGGCEK_00554	CDS	243				hypothetical protein
HOLGGCEK_00555	CDS	756	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HOLGGCEK_00556	CDS	798				hypothetical protein
HOLGGCEK_00557	CDS	1137	garK	2.7.1.165	COG1929	Glycerate 2-kinase
HOLGGCEK_00558	CDS	714			COG0325	Pyridoxal phosphate homeostasis protein
HOLGGCEK_00559	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
HOLGGCEK_00560	CDS	945	thrB	2.7.1.39		Homoserine kinase
HOLGGCEK_00561	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
HOLGGCEK_00562	tRNA	76				tRNA-Lys(ttt)
HOLGGCEK_00563	tRNA	87				tRNA-Leu(taa)
HOLGGCEK_00564	tRNA	74				tRNA-Cys(gca)
HOLGGCEK_00565	tRNA	76				tRNA-Gly(gcc)
HOLGGCEK_00566	CDS	1110	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
HOLGGCEK_00567	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
HOLGGCEK_00568	CDS	324	trxA			Thioredoxin
HOLGGCEK_00569	CDS	267				hypothetical protein
HOLGGCEK_00570	CDS	258				hypothetical protein
HOLGGCEK_00571	CDS	789	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
HOLGGCEK_00572	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
HOLGGCEK_00573	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HOLGGCEK_00574	CDS	867				hypothetical protein
HOLGGCEK_00575	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HOLGGCEK_00576	CDS	2124	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
HOLGGCEK_00577	CDS	441				putative protein
HOLGGCEK_00578	CDS	171			COG1708	putative protein
HOLGGCEK_00579	CDS	597	grpE		COG0576	Protein GrpE
HOLGGCEK_00580	CDS	891	nadK	2.7.1.23	COG0061	NAD kinase
HOLGGCEK_00581	CDS	1677	recN		COG0497	DNA repair protein RecN
HOLGGCEK_00582	CDS	2988	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
HOLGGCEK_00583	CDS	912	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HOLGGCEK_00584	CDS	1914	mutL		COG0323	DNA mismatch repair protein MutL
HOLGGCEK_00585	CDS	1299				spore_cwlD: N-acetylmuramoyl-L-alanine amidase CwlD
HOLGGCEK_00586	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HOLGGCEK_00587	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
HOLGGCEK_00588	CDS	1359	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
HOLGGCEK_00589	CDS	438	dksA		COG1734	RNA polymerase-binding transcription factor DksA
HOLGGCEK_00590	CDS	2367				ComEC_Rec2: DNA internalization-related competence protein ComEC/Rec2
HOLGGCEK_00591	CDS	1764	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
HOLGGCEK_00592	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
HOLGGCEK_00593	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
HOLGGCEK_00594	CDS	1830	uvrC		COG0322	UvrABC system protein C
HOLGGCEK_00595	CDS	714				hypothetical protein
HOLGGCEK_00596	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
HOLGGCEK_00597	CDS	750	lutR		COG2186	HTH-type transcriptional regulator LutR
HOLGGCEK_00598	CDS	1029	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
HOLGGCEK_00599	CDS	987			COG1638	putative protein
HOLGGCEK_00600	CDS	471	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
HOLGGCEK_00601	CDS	1272	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
HOLGGCEK_00602	CDS	945	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
HOLGGCEK_00603	CDS	846		1.-.-.-	COG1028	putative oxidoreductase
HOLGGCEK_00604	CDS	639	eda		COG0800	Putative KHG/KDPG aldolase
HOLGGCEK_00605	CDS	327				phnA: putative alkylphosphonate utilization operon protein PhnA
HOLGGCEK_00606	CDS	555	ytfJ		COG3054	putative protein YtfJ
HOLGGCEK_00607	tRNA	90				tRNA-Ser(tga)
HOLGGCEK_00608	CDS	663	yccA		COG0670	Modulator of FtsH protease YccA
HOLGGCEK_00609	CDS	1062				hypothetical protein
HOLGGCEK_00610	CDS	675	rluA_2	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
HOLGGCEK_00611	CDS	804	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
HOLGGCEK_00612	CDS	777				hyp_HI0040: family protein
HOLGGCEK_00613	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
HOLGGCEK_00614	CDS	1056	mreC		COG1792	Cell shape-determining protein MreC
HOLGGCEK_00615	CDS	1056	mreB		COG1077	Cell shape-determining protein MreB
HOLGGCEK_00616	CDS	1779	bacA_1		COG4178	Vitamin B12 transport ATP-binding protein BacA
HOLGGCEK_00617	CDS	1656	aspT			Aspartate/alanine antiporter
HOLGGCEK_00618	CDS	309	rsfS		COG0799	Ribosomal silencing factor RsfS
HOLGGCEK_00619	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
HOLGGCEK_00620	CDS	1956	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
HOLGGCEK_00621	CDS	1116	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
HOLGGCEK_00622	CDS	864	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
HOLGGCEK_00623	CDS	1182	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
HOLGGCEK_00624	CDS	279				hypothetical protein
HOLGGCEK_00625	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
HOLGGCEK_00626	CDS	963	lipA	2.8.1.8	COG0320	Lipoyl synthase
HOLGGCEK_00627	CDS	1008	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
HOLGGCEK_00628	CDS	288	citD		COG3052	Citrate lyase acyl carrier protein
HOLGGCEK_00629	CDS	876	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
HOLGGCEK_00630	CDS	1503	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
HOLGGCEK_00631	CDS	1398	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
HOLGGCEK_00632	CDS	1440	ybhI		COG0471	Inner membrane protein YbhI
HOLGGCEK_00633	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
HOLGGCEK_00634	CDS	660	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
HOLGGCEK_00635	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
HOLGGCEK_00636	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
HOLGGCEK_00637	CDS	1050	lepB	3.4.21.89	COG0681	Signal peptidase I
HOLGGCEK_00638	CDS	684	rnc	3.1.26.3	COG0571	Ribonuclease 3
HOLGGCEK_00639	CDS	909	era		COG1159	GTPase Era
HOLGGCEK_00640	CDS	993	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
HOLGGCEK_00641	CDS	405	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
