locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNDDHPLM_00319	CDS	1860	selB		COG3276	Selenocysteine-specific elongation factor
BNDDHPLM_00320	CDS	1386	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
BNDDHPLM_00321	tRNA	96				tRNA-SeC(tca)
BNDDHPLM_00322	CDS	2586	mutS		COG0249	DNA mismatch repair protein MutS
BNDDHPLM_00323	CDS	1233	mtr_1			Tryptophan-specific transport protein
BNDDHPLM_00324	CDS	1419	tnaA	4.1.99.1	COG3033	Tryptophanase
BNDDHPLM_00325	CDS	1212				hypothetical protein
BNDDHPLM_00326	CDS	186				hypothetical protein
BNDDHPLM_00327	CDS	579				hypothetical protein
BNDDHPLM_00328	CDS	750	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
BNDDHPLM_00329	CDS	1020	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
BNDDHPLM_00330	CDS	423	rraB		COG3076	Regulator of ribonuclease activity B
BNDDHPLM_00331	CDS	561	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
BNDDHPLM_00332	CDS	1737	tama		COG0729	Translocation and assembly module subunit TamA
BNDDHPLM_00333	CDS	3885	tamB		COG2911	Translocation and assembly module subunit TamB
BNDDHPLM_00334	CDS	603	ppx_1	3.6.1.11	COG0248	Exopolyphosphatase
BNDDHPLM_00335	CDS	330	ppx_2	3.6.1.11	COG0248	Exopolyphosphatase
BNDDHPLM_00336	CDS	684	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
BNDDHPLM_00337	CDS	825	hel		COG2503	Lipoprotein E
BNDDHPLM_00338	CDS	468	gpt_1	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BNDDHPLM_00339	CDS	1512	glpK	2.7.1.30	COG0554	Glycerol kinase
BNDDHPLM_00340	CDS	795	glpF		COG0580	Glycerol uptake facilitator protein
BNDDHPLM_00341	CDS	1095	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
BNDDHPLM_00342	CDS	1443	glpT		COG2271	Glycerol-3-phosphate transporter
BNDDHPLM_00343	CDS	1692	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
BNDDHPLM_00344	CDS	1299	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
BNDDHPLM_00345	CDS	1281	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
BNDDHPLM_00346	CDS	1479	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
BNDDHPLM_00347	CDS	879	gltC			HTH-type transcriptional regulator GltC
BNDDHPLM_00348	CDS	879	rarD		COG2962	Protein RarD
BNDDHPLM_00349	CDS	318	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
BNDDHPLM_00350	CDS	792	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
BNDDHPLM_00351	CDS	441				hypothetical protein
BNDDHPLM_00352	CDS	888	xerC_1		COG4973	Tyrosine recombinase XerC
BNDDHPLM_00353	CDS	1455	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
BNDDHPLM_00354	CDS	468	gpt_2	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BNDDHPLM_00355	CDS	279	ftsB		COG2919	Cell division protein FtsB
BNDDHPLM_00356	CDS	678	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
BNDDHPLM_00357	CDS	477	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BNDDHPLM_00358	CDS	435	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BNDDHPLM_00359	CDS	441	mioC		COG0716	Protein MioC
BNDDHPLM_00360	CDS	219	zapB		COG3074	Cell division protein ZapB
BNDDHPLM_00361	CDS	1002	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
BNDDHPLM_00362	CDS	1659			COG1132	putative ABC transporter ATP-binding/permease protein
BNDDHPLM_00363	CDS	1746	cydD_1		COG4988	ATP-binding/permease protein CydD
BNDDHPLM_00364	CDS	165				hypothetical protein
BNDDHPLM_00365	CDS	2946			COG1629	putative hemoglobin and hemoglobin-haptoglobin-binding protein 2
BNDDHPLM_00366	CDS	297				couple_hipB: transcriptional regulator, y4mF family
BNDDHPLM_00367	CDS	1917			COG0488	putative ABC transporter ATP-binding protein
BNDDHPLM_00368	CDS	537	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
BNDDHPLM_00369	CDS	552	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BNDDHPLM_00370	CDS	807	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
BNDDHPLM_00371	CDS	753				hypothetical protein
BNDDHPLM_00372	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
BNDDHPLM_00373	CDS	765				glyco_like_mftF: transferase 2, rSAM/selenodomain-associated
BNDDHPLM_00374	CDS	1284	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
BNDDHPLM_00375	CDS	471	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
BNDDHPLM_00376	CDS	213				hypothetical protein
BNDDHPLM_00377	CDS	2016	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
BNDDHPLM_00378	CDS	888	dmlR			HTH-type transcriptional regulator DmlR
BNDDHPLM_00379	CDS	579	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
BNDDHPLM_00380	CDS	717	sapB_1		COG1285	Protein SapB
BNDDHPLM_00381	CDS	1116	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BNDDHPLM_00382	CDS	936	pldB	3.1.1.5	COG2267	Lysophospholipase L2
BNDDHPLM_00383	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
BNDDHPLM_00384	CDS	2478	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
BNDDHPLM_00385	tRNA	95				tRNA-Ser(gct)
BNDDHPLM_00386	tRNA	77				tRNA-Arg(acg)
BNDDHPLM_00387	tRNA	77				tRNA-Arg(acg)
BNDDHPLM_00388	CDS	312				hypothetical protein
BNDDHPLM_00389	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
BNDDHPLM_00390	CDS	372	rplL		COG0222	50S ribosomal protein L7/L12
BNDDHPLM_00391	CDS	492	rplJ		COG0244	50S ribosomal protein L10
BNDDHPLM_00392	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
BNDDHPLM_00393	CDS	618	hflD		COG2915	High frequency lysogenization protein HflD
BNDDHPLM_00394	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BNDDHPLM_00395	CDS	291				hypothetical protein
BNDDHPLM_00396	CDS	990	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
BNDDHPLM_00397	CDS	177				hypothetical protein
BNDDHPLM_00398	CDS	288				hypothetical protein
BNDDHPLM_00399	CDS	1185	tufB_1		COG0050	Elongation factor Tu 2
BNDDHPLM_00400	tRNA	76				tRNA-Thr(ggt)
BNDDHPLM_00401	tRNA	75				tRNA-Gly(tcc)
BNDDHPLM_00402	tRNA	85				tRNA-Tyr(gta)
BNDDHPLM_00403	tRNA	76				tRNA-Thr(tgt)
BNDDHPLM_00404	CDS	924	coaA	2.7.1.33	COG1072	Pantothenate kinase
BNDDHPLM_00405	CDS	948	rseB		COG3026	Sigma-E factor regulatory protein RseB
BNDDHPLM_00406	CDS	576	rseA			Anti-sigma-E factor RseA
BNDDHPLM_00407	CDS	570	rpoE			ECF RNA polymerase sigma-E factor
BNDDHPLM_00408	CDS	258	sdhE		COG2938	FAD assembly factor SdhE
BNDDHPLM_00409	CDS	387	mscL		COG1970	Large-conductance mechanosensitive channel
BNDDHPLM_00410	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
BNDDHPLM_00411	CDS	1353	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BNDDHPLM_00412	CDS	957	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
BNDDHPLM_00413	CDS	510	def	3.5.1.88		Peptide deformylase
BNDDHPLM_00414	CDS	423				hypothetical protein
BNDDHPLM_00415	CDS	186				hypothetical protein
BNDDHPLM_00416	rRNA	110				5S ribosomal RNA
BNDDHPLM_00417	rRNA	3111				23S ribosomal RNA
BNDDHPLM_00418	tRNA	76				tRNA-Glu(ttc)
BNDDHPLM_00419	rRNA	1536				16S ribosomal RNA
BNDDHPLM_00420	CDS	654	tfoX		COG3070	DNA transformation protein TfoX
BNDDHPLM_00421	CDS	1065	recA		COG0468	Protein RecA
BNDDHPLM_00422	CDS	459	recX		COG2137	Regulatory protein RecX
BNDDHPLM_00423	CDS	387	crcB		COG0239	Putative fluoride ion transporter CrcB
BNDDHPLM_00424	CDS	819	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
BNDDHPLM_00425	CDS	1005	arcB_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
BNDDHPLM_00426	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
BNDDHPLM_00427	CDS	1530				hypothetical protein
BNDDHPLM_00428	CDS	3216	hgpA			Hemoglobin and hemoglobin-haptoglobin-binding protein A
BNDDHPLM_00429	CDS	669				hypothetical protein
BNDDHPLM_00430	CDS	705	pepE	3.4.13.21	COG3340	Peptidase E
BNDDHPLM_00431	CDS	1296	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
BNDDHPLM_00432	CDS	1272	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
BNDDHPLM_00433	CDS	1974	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
BNDDHPLM_00434	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
BNDDHPLM_00435	CDS	375	rpsL		COG0048	30S ribosomal protein S12
BNDDHPLM_00436	CDS	471	rpsG		COG0049	30S ribosomal protein S7
BNDDHPLM_00437	CDS	2103	fusA		COG0480	Elongation factor G
BNDDHPLM_00438	CDS	1185	tufB_2		COG0050	Elongation factor Tu 2
BNDDHPLM_00439	CDS	288	tusB			Protein TusB
BNDDHPLM_00440	CDS	360	tusC			Protein TusC
BNDDHPLM_00441	CDS	381	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
BNDDHPLM_00442	CDS	666	dauR		COG2964	Transcriptional regulator DauR
BNDDHPLM_00443	CDS	726		5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase
BNDDHPLM_00444	CDS	222	slyX			Protein SlyX
BNDDHPLM_00445	CDS	726	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
BNDDHPLM_00446	CDS	906	oxyR			Hydrogen peroxide-inducible genes activator
BNDDHPLM_00447	CDS	618	fabR		COG1309	HTH-type transcriptional repressor FabR
BNDDHPLM_00448	CDS	477	greB		COG0782	Transcription elongation factor GreB
BNDDHPLM_00449	CDS	2313	yhgF		COG2183	Protein YhgF
BNDDHPLM_00450	CDS	2421	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
BNDDHPLM_00451	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
BNDDHPLM_00452	CDS	675	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
BNDDHPLM_00453	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
BNDDHPLM_00454	CDS	453	asnC		COG1522	Regulatory protein AsnC
BNDDHPLM_00455	CDS	396	hslR		COG1188	Heat shock protein 15
BNDDHPLM_00456	CDS	1986				TIGR00733: oligopeptide transporter, OPT family
BNDDHPLM_00457	CDS	417				hypothetical protein
BNDDHPLM_00458	CDS	810	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
BNDDHPLM_00459	CDS	1485	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
BNDDHPLM_00460	CDS	699	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
BNDDHPLM_00461	CDS	543				hypothetical protein
BNDDHPLM_00462	CDS	1455	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
BNDDHPLM_00463	CDS	624				hypothetical protein
BNDDHPLM_00464	CDS	828	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
BNDDHPLM_00465	CDS	903	lex1_2	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
BNDDHPLM_00466	CDS	864	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BNDDHPLM_00467	CDS	219	infA		COG0361	Translation initiation factor IF-1
BNDDHPLM_00468	CDS	378	rpsF		COG0360	30S ribosomal protein S6
BNDDHPLM_00469	CDS	285	priB		COG2965	Primosomal replication protein N
BNDDHPLM_00470	CDS	228	rpsR		COG0238	30S ribosomal protein S18
BNDDHPLM_00471	CDS	450	rplI		COG0359	50S ribosomal protein L9
BNDDHPLM_00472	CDS	1647	groL		COG0459	60 kDa chaperonin
BNDDHPLM_00473	CDS	291	groS		COG0234	10 kDa chaperonin
BNDDHPLM_00474	CDS	303	ureA	3.5.1.5		Urease subunit gamma
BNDDHPLM_00475	CDS	306	ureB	3.5.1.5		Urease subunit beta
BNDDHPLM_00476	CDS	1719	ureC	3.5.1.5		Urease subunit alpha
BNDDHPLM_00477	CDS	558	ureE			Urease accessory protein UreE
BNDDHPLM_00478	CDS	708	ureF		COG0830	Urease accessory protein UreF
BNDDHPLM_00479	CDS	636	ureG		COG0378	Urease accessory protein UreG
BNDDHPLM_00480	CDS	816	ureH		COG0829	Urease accessory protein UreH
BNDDHPLM_00481	CDS	1419	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
BNDDHPLM_00482	CDS	1890	rpoD		COG0568	RNA polymerase sigma factor RpoD
BNDDHPLM_00483	CDS	1782	dnaG	2.7.7.-	COG0358	DNA primase
BNDDHPLM_00484	CDS	216	rpsU		COG0828	30S ribosomal protein S21
BNDDHPLM_00485	CDS	1029	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BNDDHPLM_00486	CDS	582	tdk	2.7.1.21		Thymidine kinase
BNDDHPLM_00487	CDS	1221	tyrP_1		COG0814	Tyrosine-specific transport protein
BNDDHPLM_00488	CDS	261			COG1145	putative ferredoxin-like protein
BNDDHPLM_00489	CDS	795				hypothetical protein
BNDDHPLM_00490	CDS	1161	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BNDDHPLM_00491	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
BNDDHPLM_00492	CDS	1041				heptsyl_trn_I: lipopolysaccharide heptosyltransferase I
BNDDHPLM_00493	CDS	657				hypothetical protein
BNDDHPLM_00494	CDS	1545				putative protein
BNDDHPLM_00495	CDS	789	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
BNDDHPLM_00496	CDS	1254	nupX		COG1972	Putative nucleoside permease NupX
BNDDHPLM_00497	CDS	717	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
BNDDHPLM_00498	CDS	429	rplK		COG0080	50S ribosomal protein L11
BNDDHPLM_00499	CDS	690	rplA		COG0081	50S ribosomal protein L1
BNDDHPLM_00500	CDS	4032	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
BNDDHPLM_00501	CDS	4251	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BNDDHPLM_00502	CDS	945	tehA		COG1275	Tellurite resistance protein TehA 
BNDDHPLM_00503	CDS	720	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
BNDDHPLM_00504	CDS	918	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
BNDDHPLM_00505	CDS	489	rraA		COG0684	Regulator of ribonuclease activity A
BNDDHPLM_00506	CDS	552				HI0507: family protein
BNDDHPLM_00507	CDS	999	rbsR		COG1609	Ribose operon repressor
BNDDHPLM_00508	CDS	921	rbsK	2.7.1.15	COG0524	Ribokinase
BNDDHPLM_00509	CDS	879	rbsB		COG1879	Ribose import binding protein RbsB
BNDDHPLM_00510	CDS	930	rbsC		COG1172	Ribose import permease protein RbsC
BNDDHPLM_00511	CDS	1482	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BNDDHPLM_00512	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
BNDDHPLM_00513	CDS	1443				hypothetical protein
BNDDHPLM_00514	CDS	1296	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BNDDHPLM_00515	CDS	1053	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
BNDDHPLM_00516	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
BNDDHPLM_00517	CDS	528	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
BNDDHPLM_00518	CDS	708	aphA	3.1.3.2	COG3700	Class B acid phosphatase
BNDDHPLM_00519	CDS	504	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
BNDDHPLM_00520	CDS	474	yqaA		COG1238	Inner membrane protein YqaA
BNDDHPLM_00521	CDS	603	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
BNDDHPLM_00522	CDS	378				hypothetical protein
BNDDHPLM_00523	CDS	612	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
BNDDHPLM_00524	CDS	375				hypothetical protein
BNDDHPLM_00525	CDS	789	atpB		COG0356	ATP synthase subunit a
BNDDHPLM_00526	CDS	255	atpH_1			ATP synthase subunit c
BNDDHPLM_00527	CDS	471	atpF		COG0711	ATP synthase subunit b
BNDDHPLM_00528	CDS	534	atpH_2		COG0712	ATP synthase subunit delta
BNDDHPLM_00529	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
BNDDHPLM_00530	CDS	870	atpG		COG0224	ATP synthase gamma chain
BNDDHPLM_00531	CDS	1374	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
BNDDHPLM_00532	CDS	429	atpC		COG0355	ATP synthase epsilon chain
BNDDHPLM_00533	CDS	1203	tyrP_2		COG0814	Tyrosine-specific transport protein
BNDDHPLM_00534	CDS	666	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
BNDDHPLM_00535	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BNDDHPLM_00536	CDS	750	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BNDDHPLM_00537	CDS	600	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BNDDHPLM_00538	CDS	1089	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
BNDDHPLM_00539	CDS	1059	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BNDDHPLM_00540	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
BNDDHPLM_00541	CDS	912	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BNDDHPLM_00542	CDS	864				hypothetical protein
BNDDHPLM_00543	CDS	843	ygfZ		COG0354	tRNA-modifying protein YgfZ
BNDDHPLM_00544	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
BNDDHPLM_00545	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
BNDDHPLM_00546	CDS	1152	hemW		COG0635	Heme chaperone HemW
BNDDHPLM_00547	CDS	2412	lon	3.4.21.53	COG0466	Lon protease
BNDDHPLM_00548	CDS	876			COG2990	putative protein
BNDDHPLM_00549	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
BNDDHPLM_00550	CDS	540	pyrR			Bifunctional protein PyrR
BNDDHPLM_00551	CDS	936	surA	5.2.1.8		Chaperone SurA
BNDDHPLM_00552	CDS	1044	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
BNDDHPLM_00553	CDS	633	tmk	2.7.4.9	COG0125	Thymidylate kinase
BNDDHPLM_00554	CDS	2316				autotrans_barl: outer membrane autotransporter barrel domain protein
BNDDHPLM_00555	CDS	984	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
BNDDHPLM_00556	CDS	783	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
BNDDHPLM_00557	CDS	525				hypothetical protein
BNDDHPLM_00558	CDS	1293				hypothetical protein
BNDDHPLM_00559	CDS	192				hypothetical protein
BNDDHPLM_00560	CDS	279	vapD	3.1.-.-	COG3309	Endoribonuclease VapD
BNDDHPLM_00561	CDS	531				hypothetical protein
BNDDHPLM_00562	CDS	1500				PTS_HPr_family: phosphocarrier, HPr family
BNDDHPLM_00563	CDS	942	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
BNDDHPLM_00564	CDS	1671	fruA		COG1299	PTS system fructose-specific EIIB'BC component
BNDDHPLM_00565	tRNA	86				tRNA-Leu(gag)
BNDDHPLM_00566	CDS	342	secG		COG1314	Protein-export membrane protein SecG
BNDDHPLM_00567	CDS	1956	topB	5.6.2.1	COG0550	DNA topoisomerase 3
BNDDHPLM_00568	CDS	603	recR		COG0353	Recombination protein RecR
BNDDHPLM_00569	CDS	330			COG0718	Nucleoid-associated protein
BNDDHPLM_00570	CDS	846	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
BNDDHPLM_00571	CDS	2595	mrcA		COG5009	Penicillin-binding protein 1A
BNDDHPLM_00572	CDS	798				hypothetical protein
BNDDHPLM_00573	CDS	507				hypothetical protein
BNDDHPLM_00574	CDS	522				hypothetical protein
BNDDHPLM_00575	CDS	414				hypothetical protein
BNDDHPLM_00576	CDS	1338	pilQ			Type IV pilus biogenesis and competence protein PilQ
BNDDHPLM_00577	CDS	687				comF: comF family protein
BNDDHPLM_00578	CDS	597	nfuA		COG0316	Fe/S biogenesis protein NfuA
BNDDHPLM_00579	CDS	795	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
BNDDHPLM_00580	CDS	591			COG3068	putative protein
BNDDHPLM_00581	CDS	273	hupA			DNA-binding protein HU-alpha
BNDDHPLM_00582	CDS	1833	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BNDDHPLM_00583	CDS	534	dsbB		COG1495	Disulfide bond formation protein B
BNDDHPLM_00584	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
BNDDHPLM_00585	CDS	726	fadR		COG2186	Fatty acid metabolism regulator protein
BNDDHPLM_00586	CDS	1368	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
BNDDHPLM_00587	CDS	1056	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
BNDDHPLM_00588	CDS	723	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
BNDDHPLM_00589	CDS	1320	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
BNDDHPLM_00590	CDS	1380	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
BNDDHPLM_00591	CDS	1305	yhjE_1			Inner membrane metabolite transport protein YhjE
BNDDHPLM_00592	CDS	681	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
BNDDHPLM_00593	CDS	810	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BNDDHPLM_00594	CDS	792	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
BNDDHPLM_00595	CDS	213				hypothetical protein
BNDDHPLM_00596	CDS	2808	rne	3.1.26.12		Ribonuclease E
BNDDHPLM_00597	CDS	969	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
BNDDHPLM_00598	CDS	276	hfq		COG1923	RNA-binding protein Hfq
BNDDHPLM_00599	CDS	957	tyrR		COG3283	Transcriptional regulatory protein TyrR
BNDDHPLM_00600	CDS	1428				hypothetical protein
BNDDHPLM_00601	CDS	807	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
BNDDHPLM_00602	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
BNDDHPLM_00603	CDS	948	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BNDDHPLM_00604	CDS	105				hypothetical protein
BNDDHPLM_00605	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
BNDDHPLM_00606	CDS	672	mutH		COG3066	DNA mismatch repair protein MutH
BNDDHPLM_00607	CDS	540	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
BNDDHPLM_00608	CDS	1350	ompP1		COG2067	Outer membrane protein P1
BNDDHPLM_00609	CDS	288				hypothetical protein
BNDDHPLM_00610	CDS	825	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BNDDHPLM_00611	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
BNDDHPLM_00612	CDS	1320	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
BNDDHPLM_00613	CDS	1215		1.14.11.-	COG2850	putative ribosomal oxygenase
BNDDHPLM_00614	CDS	309				hypothetical protein
BNDDHPLM_00615	CDS	585	pth	3.1.1.29		Peptidyl-tRNA hydrolase
BNDDHPLM_00616	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
BNDDHPLM_00617	CDS	1881				hypothetical protein
BNDDHPLM_00618	CDS	1143	rnd	3.1.13.5	COG0349	Ribonuclease D
BNDDHPLM_00619	CDS	1689	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BNDDHPLM_00620	CDS	549	slp		COG3065	Outer membrane protein Slp
BNDDHPLM_00621	CDS	711	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
BNDDHPLM_00622	CDS	1923	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
BNDDHPLM_00623	CDS	411	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
BNDDHPLM_00624	CDS	687	tolQ_1		COG0811	Tol-Pal system protein TolQ
BNDDHPLM_00625	CDS	420	tolR_1		COG0848	Tol-Pal system protein TolR
BNDDHPLM_00626	CDS	1275				tolA_full: protein TolA
BNDDHPLM_00627	CDS	1284	tolB		COG0823	Tol-Pal system protein TolB
BNDDHPLM_00628	CDS	462	pal		COG2885	Peptidoglycan-associated lipoprotein
BNDDHPLM_00629	tRNA	76				tRNA-Lys(ttt)
BNDDHPLM_00630	tRNA	76				tRNA-Lys(ctt)
BNDDHPLM_00631	CDS	1026	xerC_2			Tyrosine recombinase XerC
BNDDHPLM_00632	CDS	288				hypothetical protein
BNDDHPLM_00633	CDS	270				hypothetical protein
BNDDHPLM_00634	CDS	171				hypothetical protein
BNDDHPLM_00635	CDS	534				hypothetical protein
BNDDHPLM_00636	CDS	417				hypothetical protein
BNDDHPLM_00637	CDS	654				hypothetical protein
BNDDHPLM_00638	CDS	1164				dcm: DNA (cytosine-5-)-methyltransferase
